_id,societyId,residentId,flatId,complaintNumber,title,description,category,priority,status,residentFeedback,expectedResolutionAt,actualResolutionAt,isArchived,predictionStatus,aiOverridden,createdAt,attachments,__v,updatedAt
6a60919d62a1662d3b68031d,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b79,CMP-2026-0001,Vobis solitudo tamquam solitudo tametsi vito absorbeo.,Coaegresco sollicito tollo. Vobis supra sapiente sunt delibero comparo decerno suspendo vulgus. Textilis assumenda acquiro thesaurus venio acidus deprimo est.,SECURITY,LOW,assigned,,2026-06-15 12:04:18.539,,False,PENDING,False,2026-06-13 12:04:18.539000+00:00,[],0,2026-07-22 09:47:09.303000+00:00
6a60919d62a1662d3b68031e,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5e3f3f6ed32b9a22aee94c,CMP-2026-0002,Blanditiis caute delibero.,Sui atrocitas excepturi aspicio tenus vestrum. Arcus depraedor cotidie ubi vere credo comedo. Audeo antea stips thermae nam voluptate reiciendis.,OTHER,MEDIUM,closed,,2026-06-09 10:16:00.908,2026-07-13 20:52:54.385,False,PENDING,False,2026-06-07 10:16:00.908000+00:00,[],0,2026-07-22 09:47:09.304000+00:00
6a60919d62a1662d3b68031f,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee922,CMP-2026-0003,Deputo veritas vinculum expedita casus supplanto corona deserunt calamitas.,Soleo coma tenuis tero ulterius. Amita verbum condico trepide velociter adicio autus claustrum quis aiunt. Ducimus strenuus umerus sit.,SECURITY,HIGH,resolved,,2026-05-15 17:09:47.084,2026-05-30 18:54:46.516,False,PENDING,False,2026-05-13 17:09:47.084000+00:00,[],0,2026-07-22 09:47:09.304000+00:00
6a60919d62a1662d3b680320,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a605be607be72cd0147a5b1,CMP-2026-0004,Solio dolores statim depraedor vester ducimus aequus minima possimus vilis.,Celo alter depereo delego adamo suasoria. Sustineo cupio accendo verbera testimonium asperiores coma perferendis. Armarium atrocitas ustilo clam numquam.,CLEANING,MEDIUM,in_progress,,2026-04-27 06:06:39.194,,False,PENDING,False,2026-04-25 06:06:39.194000+00:00,[],0,2026-07-22 09:47:09.304000+00:00
6a60919d62a1662d3b680321,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5e3f3f6ed32b9a22aee915,CMP-2026-0005,Vicinus ultra virtus admoveo.,Denique acer corrumpo cupio peccatus spectaculum tumultus. Cui thalassinus varietas celebrer vox ultio suus constans vacuus. Vis a acceptus combibo vulnero arcesso aspicio tempora aegrus.,PARKING,MEDIUM,assigned,,2026-05-01 04:58:36.455,,False,PENDING,False,2026-04-29 04:58:36.455000+00:00,[],0,2026-07-22 09:47:09.304000+00:00
6a60919d62a1662d3b680322,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5e3f3f6ed32b9a22aee90e,CMP-2026-0006,Caecus cedo defluo carus minus uberrime crapula damnatio tristis.,Adhaero itaque defendo surgo cras. Delicate magnam solvo deinde quia brevis tabella creber autem. Carpo argentum tepidus cattus antiquus.,PARKING,MEDIUM,closed,,2026-05-08 20:51:21.189,2026-05-08 16:23:52.075,False,PENDING,False,2026-05-06 20:51:21.189000+00:00,[],0,2026-07-22 09:47:09.304000+00:00
6a60919d62a1662d3b680323,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee90a,CMP-2026-0007,Animadverto adfero adeo callide.,Quibusdam vapulus tergum supplanto. Conventus autus videlicet libero totidem. Thermae amicitia summa vero thymbra.,LIFT,MEDIUM,assigned,,2026-05-13 12:25:48.779,,False,PENDING,False,2026-05-11 12:25:48.779000+00:00,[],0,2026-07-22 09:47:09.304000+00:00
6a60919d62a1662d3b680324,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5b4909656cac97daff6bcc,CMP-2026-0008,Tametsi thema creber thema demens supplanto auditor.,Trans trepide auditor accusator succedo conor. Tenuis vivo vapulus appono theologus statim. Usitas tardus aliquid comprehendo cupiditas a patria.,PARKING,MEDIUM,in_progress,,2026-05-02 02:26:34.906,,False,PENDING,False,2026-04-30 02:26:34.906000+00:00,[],0,2026-07-22 09:47:09.304000+00:00
6a60919d62a1662d3b680325,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee907,CMP-2026-0009,Depromo audentia clementia theologus claustrum subiungo certe.,Coaegresco valetudo vindico asporto contego statim verus arbor alveus cupiditas. Adhuc audentia peior alias comedo pel averto stultus caries sponte. Cavus cimentarius ventosus cetera turba auxilium.,LIFT,CRITICAL,resolved,,2026-05-07 18:00:07.450,2026-07-22 08:41:38.608,False,PENDING,False,2026-05-05 18:00:07.450000+00:00,[],0,2026-07-22 09:47:09.304000+00:00
6a60919d62a1662d3b680326,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5b4909656cac97daff6bc8,CMP-2026-0010,Charisma adversus conculco aegre abduco.,Conscendo aliqua eius. Vulgaris cenaculum sponte est. Solvo appono tertius apto recusandae benigne.,PLUMBING,HIGH,open,,2026-06-20 08:49:00.869,,False,PENDING,False,2026-06-18 08:49:00.869000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680327,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee921,CMP-2026-0011,Pel vilicus argentum auctus arma summisse.,Curo impedit commodi arto succedo sustineo vitium correptius sumptus vos. Tempora ars totam. Non video damno deporto sophismata quod aperte.,LIFT,HIGH,rejected,,2026-05-25 18:08:27.058,,False,PENDING,False,2026-05-23 18:08:27.058000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680328,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5b4909656cac97daff6b58,CMP-2026-0012,Eius labore demitto bibo.,Bis sollicito tyrannus via. Stabilis beatus talio subiungo creber ullam eum varietas tracto. Tracto aptus dens arcesso.,CLEANING,HIGH,open,,2026-06-01 15:24:10.551,,False,PENDING,False,2026-05-30 15:24:10.551000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680329,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee90f,CMP-2026-0013,Comparo addo sto tendo.,Praesentium vitae clamo stipes adicio. Torrens debilito cruciamentum. Defungo truculenter deleo curiositas molestias.,PARKING,LOW,closed,,2026-07-14 07:42:02.791,2026-07-13 17:59:53.727,False,PENDING,False,2026-07-12 07:42:02.791000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68032a,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee950,CMP-2026-0014,Occaecati dedico considero.,Cenaculum cilicium despecto sit voluntarius adeptio curo odio suus atque. Desidero vapulus crebro somnus adipiscor tantillus corporis. Conor stella tredecim depereo vorax peccatus tempore stella vicissitudo vir.,OTHER,LOW,open,,2026-06-18 16:02:08.585,,False,PENDING,False,2026-06-16 16:02:08.585000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68032b,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5b4909656cac97daff6b8a,CMP-2026-0015,Cimentarius collum collum cenaculum optio bis cuius.,Atavus caelum voveo damno tribuo. Solio sustineo crinis crudelis unde tollo tubineus. Contigo dens voco magnam.,GARDENING,LOW,assigned,,2026-06-10 05:40:56.790,,False,PENDING,False,2026-06-08 05:40:56.790000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68032c,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee91e,CMP-2026-0016,Aqua alveus voluptate vilitas officiis admoneo admitto communis coruscus tendo.,In commodo cultura amo apto tamdiu utor caute stillicidium. Absconditus temptatio cupio concido chirographum. Communis video allatus vacuus minus aduro utique.,ELECTRICAL,CRITICAL,rejected,,2026-05-28 15:52:52.846,,False,PENDING,False,2026-05-26 15:52:52.846000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68032d,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5b4909656cac97daff6b42,CMP-2026-0017,Arbitro delectus alter molestiae culpo occaecati tamisium valetudo crastinus.,Dolor expedita amiculum adipisci quasi. Adsidue theologus caries thymbra coadunatio deleo vicissitudo verbera aperio. Quaerat quia sit conatus amplus molestias cogito.,ELECTRICAL,HIGH,resolved,,2026-06-18 19:48:23.569,2026-06-19 14:35:38.973,False,PENDING,False,2026-06-16 19:48:23.569000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68032e,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5b4909656cac97daff6b48,CMP-2026-0018,Sono auxilium carbo qui theologus impedit.,Terreo torrens sum vinco. Vix delego deorsum occaecati vilitas corrigo patrocinor placeat laborum. Culpa brevis tertius.,GARDENING,LOW,rejected,,2026-05-04 17:50:10.618,,False,PENDING,False,2026-05-02 17:50:10.618000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68032f,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a605be607be72cd0147a5b9,CMP-2026-0019,Aedificium convoco auditor arcesso bene utroque.,Quos vis angustus pauper conatus trado solutio curo sumptus. Acceptus cicuta pauper degusto. Asper vilicus vis vomer adsum taedium paulatim alienus.,OTHER,HIGH,in_progress,,2026-07-16 13:44:01.182,,False,PENDING,False,2026-07-14 13:44:01.182000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680330,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee945,CMP-2026-0020,Culpa aegre tempora conicio.,Valeo vigilo tactus acquiro crebro abstergo aedificium stabilis vos sophismata. Adhuc varius suffragium demum bibo aggredior. Vulgus optio tunc argumentum utor impedit vorago tabesco.,PLUMBING,MEDIUM,resolved,,2026-06-11 21:09:34.365,2026-06-16 07:01:19.118,False,PENDING,False,2026-06-09 21:09:34.365000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680331,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b51,CMP-2026-0021,Beneficium clarus consuasor viscus solutio virga alo celo cernuus.,Torqueo claudeo sol curiositas aestas tactus numquam conitor causa. Tenus curriculum civitas celer charisma. Assentator caste omnis voluptates abeo capto sursum casso versus.,SECURITY,HIGH,closed,,2026-05-15 15:11:15.595,2026-06-21 02:43:41.294,False,PENDING,False,2026-05-13 15:11:15.595000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680332,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee921,CMP-2026-0022,Turba depono terminatio cupiditate crastinus velociter vel.,Cinis conforto cinis tergum abeo ago decet casso. Uxor sumptus capitulus vespillo volubilis nesciunt censura coerceo quibusdam termes. Solum curriculum consequuntur quibusdam tondeo depulso.,PLUMBING,MEDIUM,assigned,,2026-04-26 06:55:04.374,,False,PENDING,False,2026-04-24 06:55:04.374000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680333,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5b4909656cac97daff6bd4,CMP-2026-0023,Acceptus tero ultio.,Quis advoco capitulus degero. Blandior delinquo volutabrum dolores delinquo sophismata eligendi causa. Aperiam astrum ater creber ambitus cribro tollo considero utor.,OTHER,CRITICAL,in_progress,,2026-07-04 10:00:08.130,,False,PENDING,False,2026-07-02 10:00:08.130000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680334,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5e3f3f6ed32b9a22aee94e,CMP-2026-0024,Velit ante reprehenderit uter ab.,Ad inventore atque officia abscido. Temporibus uter despecto denuo adiuvo. Tripudio usitas trepide desidero absorbeo confugo taedium verbum claudeo.,ELECTRICAL,CRITICAL,open,,2026-07-13 05:39:41.265,,False,PENDING,False,2026-07-11 05:39:41.265000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680335,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee93c,CMP-2026-0025,Sublime arx autus denuncio desidero tenuis.,Vulgivagus communis tyrannus toties. Tactus comes acsi magnam viscus armarium templum adhuc autem eius. Testimonium antiquus vapulus atqui dapifer architecto.,PARKING,CRITICAL,resolved,,2026-05-24 12:06:54.525,2026-06-30 11:38:16.435,False,PENDING,False,2026-05-22 12:06:54.525000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680336,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5e3f3f6ed32b9a22aee918,CMP-2026-0026,Conscendo speciosus adsidue velit enim cervus turpis decipio.,Vulgivagus ulterius victoria unus aeger claro auxilium cunctatio. Vitae vesper vorago creator vobis officia. Cilicium ascisco deduco conor error illum abstergo.,LIFT,LOW,closed,,2026-06-07 04:04:19.026,2026-06-17 13:02:58.626,False,PENDING,False,2026-06-05 04:04:19.026000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680337,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5b4909656cac97daff6b8c,CMP-2026-0027,Beneficium studio quas sunt argumentum alius virgo culpo.,Vitium tui aperte desino attonbitus admitto vehemens cena. Deserunt termes iusto. Creta causa et veniam.,GARDENING,CRITICAL,closed,,2026-06-28 02:32:13.293,2026-07-10 20:27:08.309,False,PENDING,False,2026-06-26 02:32:13.293000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680338,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b67,CMP-2026-0028,Cribro attonbitus cunctatio.,Volutabrum abeo laborum tantum cribro colligo thema supra thesis. Utpote pectus certus earum modi virgo decor vinculum nam vero. Adipiscor undique tametsi ipsam provident tum.,OTHER,MEDIUM,open,,2026-07-13 02:58:27.597,,False,PENDING,False,2026-07-11 02:58:27.597000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680339,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5fc8d832835ae9b257d5a0,CMP-2026-0029,Sed crapula cohors varietas pax utpote.,Quia tum pectus. Sublime vinco vacuus assentator spoliatio adduco texo tonsor. Eius tersus dicta vulgaris.,CLEANING,MEDIUM,rejected,,2026-05-17 15:54:14.652,,False,PENDING,False,2026-05-15 15:54:14.652000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68033a,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a605be607be72cd0147a5b1,CMP-2026-0030,Trepide adhaero officiis autus cultura confugo voluptatibus synagoga.,Infit balbus attonbitus summisse una speciosus convoco amo quasi audax. Clementia tabella depromo voco. Averto cibo contego adulatio ceno cubitum quia qui.,OTHER,CRITICAL,resolved,,2026-07-06 20:53:31.254,2026-07-04 21:48:05.736,False,PENDING,False,2026-07-04 20:53:31.254000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68033b,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b52,CMP-2026-0031,Tactus veniam studio.,Celebrer defungo tabesco mollitia. Ambulo velociter cado condico conatus comminor uberrime cubicularis. Aro synagoga cursim quam amaritudo.,SECURITY,LOW,closed,,2026-06-11 20:25:54.055,2026-07-07 01:44:51.577,False,PENDING,False,2026-06-09 20:25:54.055000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68033c,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee915,CMP-2026-0032,Conforto rerum summopere caelum tonsor auctus cattus comprehendo thalassinus neque.,Adduco vito solus vitium baiulus ipsum canis. Ambitus ambulo aranea constans. Conscendo copia arca explicabo via.,OTHER,LOW,rejected,,2026-06-27 11:34:31.567,,False,PENDING,False,2026-06-25 11:34:31.567000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68033d,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5fc8d832835ae9b257d591,CMP-2026-0033,Acceptus officiis usque torqueo.,Terror cornu venio alii stips creber tardus sustineo vilis cunctatio. Contigo aurum consuasor arto ceno angelus. Ver umquam suppellex.,PLUMBING,MEDIUM,rejected,,2026-05-16 09:09:02.136,,False,PENDING,False,2026-05-14 09:09:02.136000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68033e,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b3b,CMP-2026-0034,Copiose autus demens.,Crebro amplitudo pauper delectatio coruscus amaritudo venustas vae caste adipisci. Articulus quasi solutio earum templum creator surculus acervus sublime basium. Viscus deserunt arbustum suggero.,CLEANING,HIGH,closed,,2026-07-08 02:41:36.357,2026-07-11 01:46:39.585,False,PENDING,False,2026-07-06 02:41:36.357000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68033f,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee936,CMP-2026-0035,Tempora praesentium sunt cerno conatus cursim.,Comburo sufficio adeptio conforto vigor despecto somniculosus civis tolero vitiosus. Celo impedit trucido admoveo arx adicio. Cras voluptatum asporto.,PARKING,HIGH,open,,2026-05-08 15:28:45.098,,False,PENDING,False,2026-05-06 15:28:45.098000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680340,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b59,CMP-2026-0036,Nesciunt coadunatio maxime soluta possimus depereo accedo aufero vallum defendo.,Patrocinor ipsa vindico virtus optio. Cavus addo debitis anser. Abbas comis creber cognatus cohaero ceno vereor corrumpo.,LIFT,HIGH,open,,2026-06-06 03:46:22.485,,False,PENDING,False,2026-06-04 03:46:22.485000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680341,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a605be607be72cd0147a5d2,CMP-2026-0037,Aliquid censura somniculosus commodo.,Audeo autem celebrer. Timor vaco sequi saepe ascit. Crastinus tabesco vacuus benevolentia causa placeat denuo.,CLEANING,LOW,in_progress,,2026-07-03 18:35:29.078,,False,PENDING,False,2026-07-01 18:35:29.078000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680342,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a605be607be72cd0147a5a5,CMP-2026-0038,Testimonium appono nisi aequus somniculosus decens coaegresco deleniti volubilis subvenio.,Vindico utique animi. Acerbitas umquam apparatus desipio cedo aliqua. Clibanus turba nam nisi.,LIFT,CRITICAL,closed,,2026-06-05 14:03:54.279,2026-07-16 01:57:46.392,False,PENDING,False,2026-06-03 14:03:54.279000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680343,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5b4909656cac97daff6b66,CMP-2026-0039,Ullam deporto concedo.,Deleniti vesica vel damno. Usus facere statim a bene argumentum nostrum totus terreo ea. Quo vilitas ambulo acidus bene vulgaris aer patior turba.,ELECTRICAL,MEDIUM,closed,,2026-07-15 22:36:31.755,2026-07-18 00:59:48.512,False,PENDING,False,2026-07-13 22:36:31.755000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680344,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee914,CMP-2026-0040,Molestias officiis volo titulus administratio quam vulticulus vacuus explicabo adipiscor.,Suspendo alter amissio adversus corrupti aveho creta ambitus. Concedo balbus trucido. Bibo ver sustineo.,PLUMBING,MEDIUM,rejected,,2026-05-14 10:48:31.519,,False,PENDING,False,2026-05-12 10:48:31.519000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680345,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5fc8d832835ae9b257d59d,CMP-2026-0041,Adiuvo desipio soluta avarus.,Non caritas aspernatur pecco. Tutis uterque nemo concido argentum. Claudeo trado aranea praesentium atqui arma viriliter utique.,CLEANING,MEDIUM,rejected,,2026-07-11 18:00:57.647,,False,PENDING,False,2026-07-09 18:00:57.647000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680346,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5fc8d832835ae9b257d59a,CMP-2026-0042,Carcer somniculosus defleo atrox canis accusamus.,Curto adeptio speculum sublime doloribus. Maxime chirographum facilis autem cariosus. Cursus attero torrens.,CLEANING,MEDIUM,open,,2026-05-22 04:36:32.978,,False,PENDING,False,2026-05-20 04:36:32.978000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680347,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee93f,CMP-2026-0043,Calamitas ustulo tenus.,Curis culpa aestas. Claro aspernatur usque contra. Antepono tandem cuius utilis truculenter.,PARKING,CRITICAL,closed,,2026-06-25 12:46:59.929,2026-07-19 19:57:57.014,False,PENDING,False,2026-06-23 12:46:59.929000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680348,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5b4909656cac97daff6b45,CMP-2026-0044,Demens desidero coaegresco benevolentia demum admitto.,Angelus tollo cresco cibus anser adstringo. Conqueror virtus sursum amicitia cubicularis. Taedium vir curis.,PLUMBING,LOW,rejected,,2026-06-11 13:45:25.252,,False,PENDING,False,2026-06-09 13:45:25.252000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b680349,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a605be607be72cd0147a5b4,CMP-2026-0045,Absens optio tamquam absque aspicio tamisium umerus venia.,At vae terra crinis alioqui. Tyrannus tenus vicissitudo. Blanditiis adficio alter audentia quibusdam tergum usus adduco.,ELECTRICAL,HIGH,resolved,,2026-05-29 05:42:56.693,2026-07-13 06:06:59.294,False,PENDING,False,2026-05-27 05:42:56.693000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68034a,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5b4909656cac97daff6b82,CMP-2026-0046,Benevolentia cetera suadeo advoco tunc strues depereo sono adhaero advenio.,Optio demergo demonstro vulgo voluntarius depulso votum solutio. Congregatio molestiae depereo. Quaerat territo quas bellicus subseco cumque sto suadeo.,SECURITY,HIGH,in_progress,,2026-06-23 05:10:11.479,,False,PENDING,False,2026-06-21 05:10:11.479000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68034b,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a605be607be72cd0147a5c0,CMP-2026-0047,Optio deficio deporto corrigo cuius depereo nulla.,Atque tripudio compono subseco cupressus conitor. Voro celer adiuvo conservo. Comprehendo ascit similique defaeco vitiosus quis.,PARKING,CRITICAL,closed,,2026-05-29 05:47:47.402,2026-06-28 20:15:55.635,False,PENDING,False,2026-05-27 05:47:47.402000+00:00,[],0,2026-07-22 09:47:09.305000+00:00
6a60919d62a1662d3b68034c,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6bb7,CMP-2026-0048,Esse numquam commemoro natus attonbitus tui deleniti.,Repellat armarium pax summisse considero. Concido corrigo tantum ulterius sodalitas cito vociferor balbus. Defero utpote caste vulgaris crastinus studio aeternus acidus corrupti aut.,LIFT,HIGH,assigned,,2026-05-25 19:08:14.561,,False,PENDING,False,2026-05-23 19:08:14.561000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68034d,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5b4909656cac97daff6b89,CMP-2026-0049,Ipsa tenuis combibo vado attonbitus reiciendis patrocinor cupiditas.,Cuppedia vos bardus. Suggero cur cohors. Averto sumptus infit.,PLUMBING,MEDIUM,in_progress,,2026-05-17 07:27:25.550,,False,PENDING,False,2026-05-15 07:27:25.550000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
