_id,societyId,residentId,flatId,complaintNumber,title,description,category,priority,status,residentFeedback,expectedResolutionAt,actualResolutionAt,isArchived,predictionStatus,aiOverridden,createdAt,attachments,__v,updatedAt
6a60919d62a1662d3b68034e,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5b4909656cac97daff6b88,CMP-2026-0050,Cogo turba denuncio vero vallum caritas repellat.,Cattus thorax alter apto ventito facilis somnus. Adinventitias tenetur textilis vero deleo adipisci crux quaerat. Cultellus amplus ciminatio voro quia atrox.,LIFT,LOW,assigned,,2026-06-27 23:07:56.929,,False,PENDING,False,2026-06-25 23:07:56.929000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68034f,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a605be607be72cd0147a5b8,CMP-2026-0051,Video tactus sollicito clibanus cauda summisse triduana harum.,Accusator terminatio thesis suffoco argumentum audentia thermae. Contigo vomito eveniet quidem antepono cubo arto attonbitus. Communis curriculum vestrum crinis.,GARDENING,CRITICAL,closed,,2026-07-16 17:00:52.156,2026-07-22 00:19:53.733,False,PENDING,False,2026-07-14 17:00:52.156000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680350,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee935,CMP-2026-0052,Sopor illum ter videlicet veniam vitae.,Ante volubilis apud tabella deputo sordeo aeternus advoco victus creo. Agnitio cubicularis crudelis. Admiratio aestas theologus.,PARKING,HIGH,in_progress,,2026-05-05 16:05:12.132,,False,PENDING,False,2026-05-03 16:05:12.132000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680351,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5e3f3f6ed32b9a22aee8e8,CMP-2026-0053,Tergiversatio casus similique sum toties sum.,Cumque omnis casso altus taceo chirographum degusto. Colo cotidie spoliatio sumptus vulgaris. Doloribus culpo vulgivagus concedo.,PARKING,MEDIUM,assigned,,2026-06-05 23:24:42.794,,False,PENDING,False,2026-06-03 23:24:42.794000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680352,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee8dc,CMP-2026-0054,Totus vinco toties praesentium.,Damnatio aeneus universe dedecor libero cervus aggero denique aro. Sordeo carus teneo. Autem urbanus dolor deorsum accommodo aliqua.,PARKING,CRITICAL,closed,,2026-05-03 22:27:45.799,2026-07-02 08:04:31.269,False,PENDING,False,2026-05-01 22:27:45.799000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680353,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5b4909656cac97daff6bb6,CMP-2026-0055,Depromo dignissimos apostolus calco talus eos ad suscipio.,Textus tui somnus adsidue umbra. A velociter verbum crustulum viriliter absum. Vitium solutio vergo cruentus triumphus constans placeat.,PARKING,LOW,rejected,,2026-05-01 14:40:39.421,,False,PENDING,False,2026-04-29 14:40:39.421000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680354,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee8de,CMP-2026-0056,Molestiae subiungo aegrus atrox acerbitas comedo.,Cohibeo crustulum illo cupressus concido error vinculum vulticulus creber. Vigor admiratio vesper spero tui. Arx thymbra deleniti cotidie solum tergum odio tripudio.,LIFT,CRITICAL,rejected,,2026-06-18 13:18:21.693,,False,PENDING,False,2026-06-16 13:18:21.693000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680355,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee905,CMP-2026-0057,Accusamus assumenda consequuntur tergeo utique stillicidium.,Ubi abduco damnatio curo ustulo. Patria illum vinum quo deorsum deserunt. Voluntarius decens canonicus temeritas convoco tergum comparo trans cubicularis.,SECURITY,HIGH,resolved,,2026-04-28 12:55:30.675,2026-05-08 18:37:48.122,False,PENDING,False,2026-04-26 12:55:30.675000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680356,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a605be607be72cd0147a5aa,CMP-2026-0058,Conscendo utpote quis utrimque odit canto totidem.,Nulla commodo contigo adstringo confugo terga tremo ventosus laudantium. Angulus viriliter cruentus annus comitatus alioqui venia. Tutis curia averto ambitus talis virtus usus.,SECURITY,HIGH,resolved,,2026-05-29 12:44:09.886,2026-06-12 16:24:10.307,False,PENDING,False,2026-05-27 12:44:09.886000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680357,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a605be607be72cd0147a5b8,CMP-2026-0059,Ambulo amicitia temperantia.,Aeternus demonstro asper apud amplus tabesco creptio. Cui sublime timidus thalassinus canto voluptatum. Argumentum tamen nisi corona labore cohors arbitro.,CLEANING,HIGH,open,,2026-06-14 20:12:25.037,,False,PENDING,False,2026-06-12 20:12:25.037000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680358,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee8e4,CMP-2026-0060,Surgo copiose via confero cunabula aegrotatio.,Crebro curso auctor despecto tamen magnam magnam minus. Color totidem damnatio. Cetera uter acceptus substantia aperiam anser volaticus patria statua auctor.,OTHER,MEDIUM,open,,2026-06-02 08:24:49.498,,False,PENDING,False,2026-05-31 08:24:49.498000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680359,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5b4909656cac97daff6b4a,CMP-2026-0061,Verus textilis benigne.,Bellicus aetas porro curo constans. Super cena atqui confido ascit via vomer. Adinventitias tutis asper correptius sollicito aestus sulum terra sint compello.,PLUMBING,MEDIUM,rejected,,2026-07-17 20:06:39.484,,False,PENDING,False,2026-07-15 20:06:39.484000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68035a,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5fc8d832835ae9b257d58f,CMP-2026-0062,Thymum stillicidium patior patrocinor altus.,Vorax acer temeritas vinco coadunatio cauda tricesimus coniecto appono. Arbustum laudantium delego dapifer consuasor sophismata. Sumo suasoria asperiores sodalitas administratio tamquam error rem pecto textor.,CLEANING,MEDIUM,assigned,,2026-06-18 21:31:14.592,,False,PENDING,False,2026-06-16 21:31:14.592000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68035b,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a605be607be72cd0147a5ae,CMP-2026-0063,Tempora vulnero deorsum veritas audio.,Maxime sumptus defetiscor amet caelestis utpote. Titulus vobis amiculum celo thorax vacuus possimus aspernatur. Ipsa color sonitus doloremque.,CLEANING,HIGH,in_progress,,2026-05-14 09:59:20.259,,False,PENDING,False,2026-05-12 09:59:20.259000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68035c,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee946,CMP-2026-0064,Alveus adnuo corporis aggero magnam.,Taedium comburo vomito. Denuncio thesaurus abundans autem beatus thesis nulla necessitatibus. Attollo tumultus quibusdam cometes trans.,SECURITY,CRITICAL,in_progress,,2026-06-04 23:25:14.061,,False,PENDING,False,2026-06-02 23:25:14.061000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68035d,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5b4909656cac97daff6baf,CMP-2026-0065,Certe minima deficio recusandae subito sordeo adduco.,Aduro rerum debilito tripudio curto ullus deserunt autus aperte vicinus. Arto magnam curso totidem. Dolores cogito tantillus.,ELECTRICAL,LOW,closed,,2026-07-24 01:31:18.525,2026-07-22 09:11:20.086,False,PENDING,False,2026-07-22 01:31:18.525000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68035e,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5e3f3f6ed32b9a22aee928,CMP-2026-0066,Cornu vespillo audax abstergo nesciunt uterque.,Confero colligo adopto tabesco tum voro clementia deduco usitas. Textor ad alias administratio corporis desparatus. Speciosus acerbitas adulatio.,LIFT,MEDIUM,rejected,,2026-05-12 16:08:10.282,,False,PENDING,False,2026-05-10 16:08:10.282000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68035f,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5e3f3f6ed32b9a22aee926,CMP-2026-0067,Est administratio strenuus strues urbs virgo coma adficio.,Spes facere ceno crastinus vir caveo. Facere adamo valetudo stips rerum similique crapula eveniet. Terebro absconditus decerno aspernatur soluta.,PARKING,CRITICAL,resolved,,2026-05-12 13:58:39.232,2026-06-11 04:00:04.879,False,PENDING,False,2026-05-10 13:58:39.232000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680360,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b97,CMP-2026-0068,Aspernatur video vado cubicularis volup vix.,Ancilla antea tumultus censura sperno sortitus. Suggero aptus recusandae calculus vaco bellum rerum turba capillus. Vomito creo incidunt tergeo.,PLUMBING,MEDIUM,rejected,,2026-06-29 12:39:46.282,,False,PENDING,False,2026-06-27 12:39:46.282000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680361,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a605be607be72cd0147a5b1,CMP-2026-0069,Minima urbanus statim.,Thymum angelus aliquid crur volubilis nemo caelestis caritas verus. Quam basium ascisco adsidue terga ciminatio venustas ascisco culpo. Brevis verus desidero suffragium.,GARDENING,LOW,assigned,,2026-06-26 15:08:05.427,,False,PENDING,False,2026-06-24 15:08:05.427000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680362,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee8db,CMP-2026-0070,Agnosco reiciendis collum.,Patior utrimque desidero viduo tricesimus maiores celo coadunatio defetiscor. Vilis perspiciatis stipes terra attero derideo. Desolo triumphus atqui accendo tunc.,OTHER,MEDIUM,resolved,,2026-06-26 04:17:21.881,2026-06-30 09:12:44.241,False,PENDING,False,2026-06-24 04:17:21.881000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680363,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee8eb,CMP-2026-0071,Pauci curiositas solutio.,Temeritas cibo spes creber denego civitas accusator. Vilicus curatio tres vorax conitor sint aurum aperiam dolore. Stips decet carcer valde reprehenderit solutio.,CLEANING,MEDIUM,assigned,,2026-06-28 12:05:25.405,,False,PENDING,False,2026-06-26 12:05:25.405000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680364,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee8e9,CMP-2026-0072,Cogo depono conturbo aegrus exercitationem confugo maiores optio.,Bonus atrocitas supplanto quis ultio usus calamitas surculus. Depono colligo tracto adicio. Conspergo veniam blanditiis victoria.,OTHER,MEDIUM,resolved,,2026-05-08 05:31:29.990,2026-06-07 10:55:14.539,False,PENDING,False,2026-05-06 05:31:29.990000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680365,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee938,CMP-2026-0073,Sopor conitor admoveo conventus esse toties cenaculum attero adhaero viduo.,Natus beneficium solus. Thesis abstergo utrum auctor texo aliqua circumvenio autem valens. Bis acsi demo consequatur alter vigilo animadverto.,PLUMBING,CRITICAL,resolved,,2026-05-21 15:41:58.239,2026-05-26 07:49:08.222,False,PENDING,False,2026-05-19 15:41:58.239000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680366,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5e3f3f6ed32b9a22aee92c,CMP-2026-0074,Vulgivagus timor ubi clamo curriculum.,Terror sponte basium credo. Tredecim creator apparatus. Dolorem communis amet officiis voluptates deludo suasoria terror ustulo terra.,CLEANING,MEDIUM,closed,,2026-06-18 06:40:48.824,2026-06-30 15:54:58.478,False,PENDING,False,2026-06-16 06:40:48.824000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680367,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5b4909656cac97daff6bab,CMP-2026-0075,Assumenda video ocer trepide suspendo ceno contego.,Verus crux paulatim consequatur corrigo tondeo tardus calamitas vero illo. Officiis cras vomica caritas utor. Vitae pariatur ea arcesso cibus.,SECURITY,LOW,rejected,,2026-06-06 00:11:34.687,,False,PENDING,False,2026-06-04 00:11:34.687000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680368,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5e3f3f6ed32b9a22aee8da,CMP-2026-0076,Dolor absens termes curis.,Admoneo comprehendo neque ea confero basium pauper abbas talio agnosco. Subito ventus surculus super conatus. Caelestis aperio saepe canonicus distinctio creator thorax curso.,OTHER,LOW,closed,,2026-07-12 17:03:22.349,2026-07-12 19:40:21.114,False,PENDING,False,2026-07-10 17:03:22.349000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680369,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a605be607be72cd0147a5a0,CMP-2026-0077,Bis varius versus chirographum vis abundans approbo.,Deprimo triumphus solus perspiciatis antea demoror adhuc aspicio thorax. Contabesco cimentarius amicitia. Caries compono adulescens vergo cernuus ex texo.,CLEANING,LOW,closed,,2026-07-20 14:01:03.928,2026-07-19 21:53:08.891,False,PENDING,False,2026-07-18 14:01:03.928000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68036a,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5fc8d832835ae9b257d59e,CMP-2026-0078,Tametsi amor sursum cognomen voluntarius.,Eius voluptates tepidus utrum currus. Terreo atrox deorsum synagoga praesentium. Tot sulum trucido thesaurus arguo acervus cruentus.,ELECTRICAL,HIGH,assigned,,2026-06-21 07:27:07.955,,False,PENDING,False,2026-06-19 07:27:07.955000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68036b,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b8d,CMP-2026-0079,Sopor urbanus utrimque aperio somniculosus ipsa thermae.,Supellex nemo turba cognomen utpote vulgivagus cito tantum. Sumptus suffragium aro comburo theca. Astrum repellat ager crebro vapulus defleo.,OTHER,HIGH,assigned,,2026-07-18 01:19:21.960,,False,PENDING,False,2026-07-16 01:19:21.960000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68036c,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a605be607be72cd0147a59e,CMP-2026-0080,Curto deprecator dolorem suus creator quis colligo sto.,Tredecim acer appositus solio quibusdam asporto commodo caveo decor tantum. Terga amissio dedico hic terga vesco. Occaecati contego cursim approbo tredecim deprecator alo.,LIFT,LOW,resolved,,2026-07-22 07:49:18.179,2026-07-20 11:42:58.462,False,PENDING,False,2026-07-20 07:49:18.179000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68036d,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5fc8d832835ae9b257d58e,CMP-2026-0081,Dolores adficio coaegresco tabgo voluptates thema crapula complectus coruscus appositus.,Crudelis appono corrigo amita. Arto alias accusator tamisium statim turbo supplanto theologus cubicularis tempora. Aequitas arto adhaero solitudo debeo amplitudo bibo cicuta.,GARDENING,LOW,rejected,,2026-05-03 08:14:28.386,,False,PENDING,False,2026-05-01 08:14:28.386000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68036e,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5e3f3f6ed32b9a22aee914,CMP-2026-0082,Alii cursus stultus defero abscido.,Arto cenaculum antiquus arca aequitas unde tribuo templum adfero. Deripio sursum caterva virga capio caveo stipes unde. Voluptas ascisco asporto.,PLUMBING,LOW,rejected,,2026-06-21 07:47:41.004,,False,PENDING,False,2026-06-19 07:47:41.004000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b68036f,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6bb6,CMP-2026-0083,Degusto aliquid tui nihil dolore.,Ulterius vorax delicate antiquus deludo cetera. Provident amo clarus armarium. Venia trado aranea conqueror.,PLUMBING,HIGH,in_progress,,2026-05-23 21:40:38.417,,False,PENDING,False,2026-05-21 21:40:38.417000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680370,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee8ee,CMP-2026-0084,Sperno modi speculum.,Possimus conicio vobis bibo repellendus curia. Illum tempus suscipit caveo debilito defleo error. Modi delicate venia.,LIFT,MEDIUM,rejected,,2026-04-27 00:12:51.616,,False,PENDING,False,2026-04-25 00:12:51.616000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680371,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5e3f3f6ed32b9a22aee924,CMP-2026-0085,Terga admoveo debilito in quia surgo.,Tollo soleo torqueo bellum deputo casus fugiat. Tantillus quidem degero autus vester. Tamisium aro caecus deludo totam quae bellicus vulgivagus id.,SECURITY,CRITICAL,resolved,,2026-07-16 11:20:42.217,2026-07-19 19:02:35.227,False,PENDING,False,2026-07-14 11:20:42.217000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680372,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5e3f3f6ed32b9a22aee923,CMP-2026-0086,Cohibeo acsi colligo tibi dens aperte totam celer.,Caritas aggero aestas patrocinor subseco armarium. Antiquus creator vulgivagus tenuis tubineus vapulus traho tepesco. Nulla aurum termes campana cupiditas audax culpo ventosus excepturi sed.,OTHER,LOW,closed,,2026-07-03 07:37:16.469,2026-07-10 18:54:26.025,False,PENDING,False,2026-07-01 07:37:16.469000+00:00,[],0,2026-07-22 09:47:09.306000+00:00
6a60919d62a1662d3b680373,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5e3f3f6ed32b9a22aee950,CMP-2026-0087,Utor conservo nam amiculum alias aequus tui viduo.,Curvo admoveo dolorem custodia derelinquo nemo eveniet crux depopulo calcar. Recusandae cognomen suffragium cohaero defleo decipio antea comedo qui. Numquam sublime subito tollo aequitas quas auxilium unde.,PLUMBING,CRITICAL,closed,,2026-05-27 15:17:59.168,2026-06-06 10:08:16.425,False,PENDING,False,2026-05-25 15:17:59.168000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b680374,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b7b,CMP-2026-0088,Amaritudo crinis suffoco bonus ceno volutabrum.,Auditor subiungo apud solvo ea alius aurum arguo patrocinor modi. Ceno cena aut capitulus adamo villa thema abeo. Suasoria consequatur theatrum deduco solium denique.,PLUMBING,MEDIUM,resolved,,2026-06-27 00:06:08.814,2026-07-12 23:19:09.774,False,PENDING,False,2026-06-25 00:06:08.814000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b680375,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5e3f3f6ed32b9a22aee92d,CMP-2026-0089,Thymum at alo amicitia solus dapifer veritas auxilium bis civis.,Cauda undique balbus terror corroboro laboriosam aegrotatio. Debeo valde depraedor crebro damnatio ara socius auxilium utor comparo. Cuppedia damno spes virtus confido.,LIFT,CRITICAL,in_progress,,2026-06-30 20:17:48.105,,False,PENDING,False,2026-06-28 20:17:48.105000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b680376,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5fc8d832835ae9b257d58d,CMP-2026-0090,Uter amplexus debeo verbum vulnus benigne venia candidus colligo.,Conqueror amplitudo torqueo strues reprehenderit. Pectus commodi animi valde admiratio. Tempore caste adeo.,PLUMBING,CRITICAL,assigned,,2026-07-05 20:53:56.984,,False,PENDING,False,2026-07-03 20:53:56.984000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b680377,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6bb9,CMP-2026-0091,Vix arbitro acies vitae virgo dapifer desparatus armarium aeternus depopulo.,Crastinus laborum ascit termes. Debitis damno amo pauci curo caveo suus tantum tollo. Solvo minima spectaculum defleo sordeo saepe arcesso.,SECURITY,HIGH,in_progress,,2026-06-19 23:12:03.922,,False,PENDING,False,2026-06-17 23:12:03.922000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b680378,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a605be607be72cd0147a5ca,CMP-2026-0092,Ex bos pecus conduco urbs quos carus celo stipes.,Id totidem studio soleo quae cedo deduco. Calcar tersus uxor cotidie. Cerno supplanto delectus synagoga accusantium.,LIFT,HIGH,in_progress,,2026-06-10 00:04:11.121,,False,PENDING,False,2026-06-08 00:04:11.121000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b680379,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a605be607be72cd0147a59d,CMP-2026-0093,Aestas temporibus caute ea tener venustas.,Totidem vociferor cetera qui adimpleo cupiditate. Cernuus ocer collum tam omnis tot adaugeo. Substantia credo appono dolorem addo aiunt non statim stella amaritudo.,OTHER,MEDIUM,rejected,,2026-06-03 11:12:36.222,,False,PENDING,False,2026-06-01 11:12:36.222000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b68037a,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5b4909656cac97daff6bca,CMP-2026-0094,Ustulo patior laudantium vilis textilis validus cupiditas turba utilis.,Defessus autus cohors earum vinco validus. Deleniti voro crapula vapulus curo tabella utroque desolo. Unde tabernus texo pel brevis vulgus ventus sollicito terga depromo.,PLUMBING,HIGH,in_progress,,2026-06-17 06:40:18.263,,False,PENDING,False,2026-06-15 06:40:18.263000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b68037b,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee8de,CMP-2026-0095,Bellum coerceo totam appono conculco.,Alii synagoga illum valeo ventosus volo. Decimus inventore avaritia ab attollo carus. Spoliatio volva ter sub adversus auxilium thesis cursus.,ELECTRICAL,LOW,open,,2026-05-09 06:20:52.685,,False,PENDING,False,2026-05-07 06:20:52.685000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b68037c,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5b4909656cac97daff6b4f,CMP-2026-0096,Adimpleo unde cura talus eius synagoga quo arceo sollicito conturbo.,Ascisco explicabo totam ulterius defleo. Callide certus vesco teres aggero tabgo damnatio. Acervus voveo abundans admoveo tergo causa cado tardus.,SECURITY,HIGH,closed,,2026-05-17 01:51:25.966,2026-05-17 14:08:29.585,False,PENDING,False,2026-05-15 01:51:25.966000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b68037d,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5e3f3f6ed32b9a22aee94b,CMP-2026-0097,Suus viscus decerno quod occaecati.,Tabula denego denuo atavus curtus color vulgus blandior attero temptatio. Aegre tandem cerno. Aspicio statua decet adfectus corona tergeo.,SECURITY,LOW,open,,2026-06-06 00:24:36.352,,False,PENDING,False,2026-06-04 00:24:36.352000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b68037e,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5fc8d832835ae9b257d59a,CMP-2026-0098,Bellum curto tripudio adficio trans.,Tot adfectus debilito bos nostrum molestiae tergum. Admitto compono dolore laudantium sol celo triumphus careo ocer. Tristis avarus urbs suffoco theca defungo aequitas sol spiritus victus.,ELECTRICAL,HIGH,assigned,,2026-06-24 01:37:06.885,,False,PENDING,False,2026-06-22 01:37:06.885000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
6a60919d62a1662d3b68037f,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee8e0,CMP-2026-0099,Ver aggero taceo complectus thema adaugeo tergiversatio.,Agnitio absque fuga deludo architecto laudantium. Ascisco sequi aufero aufero caecus tenuis a demens sit at. Beatus amiculum spargo.,LIFT,LOW,open,,2026-07-06 16:09:20.512,,False,PENDING,False,2026-07-04 16:09:20.512000+00:00,[],0,2026-07-22 09:47:09.307000+00:00
